"","X","AOI","Temp","Time","Cell","Species","Recovery","Day","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample","Species_sample"
"1507",1507,45,48,120,"D3","Vicia faba","Dark",2,0,0.826,0,0,40,"Vicia faba_40"
"1508",1508,45,48,15,"D3","Vicia faba","Dark",2,0,0.823,0.288,0,40,"Vicia faba_40"
"1509",1509,45,52,5,"D3","Vicia faba","Dark",2,0,0.832,0,0,40,"Vicia faba_40"
"1510",1510,45,52,60,"D3","Vicia faba","Dark",2,0,0.835,0,0,40,"Vicia faba_40"
"1511",1511,45,56,5,"D3","Vicia faba","Dark",2,0,0.798,0,0,40,"Vicia faba_40"
"1512",1512,45,56,15,"D3","Vicia faba","Dark",2,0,0.837,0,0,40,"Vicia faba_40"
"1513",1513,46,30,30,"D4","Populus nigra","Dark",2,0.814,0.829,0.819,0.981905910735826,41,"Populus nigra_41"
"1514",1514,46,35,30,"D4","Populus nigra","Dark",2,0.814,0.849,0.806,0.958775029446407,41,"Populus nigra_41"
"1515",1515,46,48,15,"D4","Populus nigra","Dark",2,0.401,0.845,0.523,0.474556213017752,41,"Populus nigra_41"
"1516",1516,46,35,5,"D4","Populus nigra","Dark",2,0.824,NA,0.841,NA,41,"Populus nigra_41"
"1517",1517,46,52,60,"D4","Populus nigra","Dark",2,0,0.854,0,0,41,"Populus nigra_41"
"1518",1518,46,48,120,"D4","Populus nigra","Dark",2,0,0.866,0,0,41,"Populus nigra_41"
"1519",1519,46,40,5,"D4","Populus nigra","Dark",2,0.817,0.843,0.815,0.969157769869514,41,"Populus nigra_41"
"1520",1520,46,56,15,"D4","Populus nigra","Dark",2,0,0.857,0,0,41,"Populus nigra_41"
"1521",1521,46,30,15,"D4","Populus nigra","Dark",2,0.82,0.846,0.821,0.969267139479905,41,"Populus nigra_41"
"1522",1522,46,56,5,"D4","Populus nigra","Dark",2,0,0.832,0.293,0,41,"Populus nigra_41"
"1523",1523,46,52,5,"D4","Populus nigra","Dark",2,0.297,0.84,0,0.353571428571429,41,"Populus nigra_41"
"1524",1524,46,40,60,"D4","Populus nigra","Dark",2,0.814,0.863,0.692,0.943221320973349,41,"Populus nigra_41"
"1525",1525,46,30,120,"D4","Populus nigra","Dark",2,0.791,0.852,0.749,0.928403755868545,41,"Populus nigra_41"
"1526",1526,46,40,15,"D4","Populus nigra","Dark",2,0.821,0.812,0.795,1,41,"Populus nigra_41"
"1527",1527,46,35,15,"D4","Populus nigra","Dark",2,0.825,0.838,0.795,0.984486873508353,41,"Populus nigra_41"
"1528",1528,47,48,15,"D5","Populus nigra","Dark",2,0.403,0.851,0.529,0.473560517038778,42,"Populus nigra_42"
"1529",1529,47,56,15,"D5","Populus nigra","Dark",2,0,0.845,0,0,42,"Populus nigra_42"
"1530",1530,47,30,30,"D5","Populus nigra","Dark",2,0.828,0.829,0.823,0.998793727382388,42,"Populus nigra_42"
"1531",1531,47,30,15,"D5","Populus nigra","Dark",2,0.819,0.834,0.819,0.982014388489209,42,"Populus nigra_42"
"1532",1532,47,30,120,"D5","Populus nigra","Dark",2,0.807,0.851,0.781,0.948296122209166,42,"Populus nigra_42"
"1533",1533,47,52,60,"D5","Populus nigra","Dark",2,0,0.845,0,0,42,"Populus nigra_42"
"1534",1534,47,35,30,"D5","Populus nigra","Dark",2,0.821,0.858,0.803,0.956876456876457,42,"Populus nigra_42"
"1535",1535,47,40,5,"D5","Populus nigra","Dark",2,0.823,0.839,0.818,0.98092967818832,42,"Populus nigra_42"
"1536",1536,47,48,120,"D5","Populus nigra","Dark",2,0,0.86,0,0,42,"Populus nigra_42"
"1537",1537,47,35,15,"D5","Populus nigra","Dark",2,0.822,0.855,0.796,0.96140350877193,42,"Populus nigra_42"
"1538",1538,47,40,60,"D5","Populus nigra","Dark",2,0.819,0.873,0.715,0.938144329896907,42,"Populus nigra_42"
"1539",1539,47,35,5,"D5","Populus nigra","Dark",2,0.832,NA,0.843,NA,42,"Populus nigra_42"
"1540",1540,47,40,15,"D5","Populus nigra","Dark",2,0.826,0.82,0.799,1,42,"Populus nigra_42"
"1541",1541,47,52,5,"D5","Populus nigra","Dark",2,0.201,0.849,0,0.236749116607774,42,"Populus nigra_42"
"1542",1542,47,56,5,"D5","Populus nigra","Dark",2,0,0.837,0.101,0,42,"Populus nigra_42"
"1543",1543,48,30,120,"D6","Vicia faba","Dark",2,0.779,0.844,0.781,0.922985781990521,43,"Vicia faba_43"
"1544",1544,48,30,30,"D6","Vicia faba","Dark",2,0.804,0.828,0.803,0.971014492753623,43,"Vicia faba_43"
"1545",1545,48,40,15,"D6","Vicia faba","Dark",2,0.742,0.793,0.689,0.935687263556116,43,"Vicia faba_43"
"1546",1546,48,40,60,"D6","Vicia faba","Dark",2,0.226,0.866,0.344,0.260969976905312,43,"Vicia faba_43"
"1547",1547,48,35,30,"D6","Vicia faba","Dark",2,0.79,0.855,0.799,0.923976608187135,43,"Vicia faba_43"
"1548",1548,48,35,15,"D6","Vicia faba","Dark",2,0.792,0.831,0.803,0.953068592057762,43,"Vicia faba_43"
"1549",1549,48,52,5,"D6","Vicia faba","Dark",2,0,0.83,0,0,43,"Vicia faba_43"
"1550",1550,48,30,15,"D6","Vicia faba","Dark",2,0.809,0.848,0.805,0.954009433962264,43,"Vicia faba_43"
"1551",1551,48,40,5,"D6","Vicia faba","Dark",2,0.789,0.838,0.733,0.941527446300716,43,"Vicia faba_43"
"1552",1552,48,35,5,"D6","Vicia faba","Dark",2,0.818,NA,0.809,NA,43,"Vicia faba_43"
"1553",1553,48,48,120,"D6","Vicia faba","Dark",2,0,0.846,0,0,43,"Vicia faba_43"
"1554",1554,48,56,15,"D6","Vicia faba","Dark",2,0,0.832,0,0,43,"Vicia faba_43"
"1555",1555,48,52,60,"D6","Vicia faba","Dark",2,0,0.862,0,0,43,"Vicia faba_43"
"1556",1556,48,56,5,"D6","Vicia faba","Dark",2,0,0.812,0,0,43,"Vicia faba_43"
"1557",1557,48,48,15,"D6","Vicia faba","Dark",2,0,0.832,0.366,0,43,"Vicia faba_43"
"1558",1558,5,40,15,"A5","Populus nigra","Light",2,0.775,0.835,0.743,0.92814371257485,44,"Populus nigra_44"
"1559",1559,5,30,30,"A5","Populus nigra","Light",2,0.814,0.832,0.759,0.978365384615385,44,"Populus nigra_44"
"1560",1560,5,52,5,"A5","Populus nigra","Light",2,0.064,0.841,0.191,0.0760998810939358,44,"Populus nigra_44"
"1561",1561,5,35,5,"A5","Populus nigra","Light",2,0.84,NA,0.797,NA,44,"Populus nigra_44"
"1562",1562,5,35,30,"A5","Populus nigra","Light",2,0.775,0.85,0.757,0.911764705882353,44,"Populus nigra_44"
"1563",1563,5,48,15,"A5","Populus nigra","Light",2,0.116,0.835,0.108,0.138922155688623,44,"Populus nigra_44"
"1564",1564,5,35,15,"A5","Populus nigra","Light",2,0.818,0.852,0.773,0.960093896713615,44,"Populus nigra_44"
"1565",1565,5,30,120,"A5","Populus nigra","Light",2,0.763,0.842,0.673,0.906175771971496,44,"Populus nigra_44"
"1566",1566,5,48,120,"A5","Populus nigra","Light",2,0,0.845,0,0,44,"Populus nigra_44"
"1567",1567,5,40,60,"A5","Populus nigra","Light",2,0.81,0.88,0.705,0.920454545454546,44,"Populus nigra_44"
"1568",1568,5,56,5,"A5","Populus nigra","Light",2,0,0.828,0,0,44,"Populus nigra_44"
"1569",1569,5,52,60,"A5","Populus nigra","Light",2,0,0.841,0,0,44,"Populus nigra_44"
"1570",1570,5,40,5,"A5","Populus nigra","Light",2,0.767,0.839,0.767,0.914183551847437,44,"Populus nigra_44"
"1571",1571,5,56,15,"A5","Populus nigra","Light",2,0,0.86,0,0,44,"Populus nigra_44"
"1572",1572,5,30,15,"A5","Populus nigra","Light",2,0.822,0.867,0.802,0.948096885813149,44,"Populus nigra_44"
"1573",1573,6,56,15,"A6","Lomandra longifolia","Light",2,0,0.809,0.089,0,45,"Lomandra longifolia_45"
"1574",1574,6,40,60,"A6","Lomandra longifolia","Light",2,0.748,0.82,0.668,0.91219512195122,45,"Lomandra longifolia_45"
"1575",1575,6,35,5,"A6","Lomandra longifolia","Light",2,0.801,NA,0.763,NA,45,"Lomandra longifolia_45"
"1576",1576,6,30,120,"A6","Lomandra longifolia","Light",2,0.7,0.779,0.628,0.898587933247753,45,"Lomandra longifolia_45"
"1577",1577,6,35,15,"A6","Lomandra longifolia","Light",2,0.703,0.797,0.678,0.882057716436637,45,"Lomandra longifolia_45"
"1578",1578,6,40,5,"A6","Lomandra longifolia","Light",2,0.756,0.826,0.758,0.915254237288136,45,"Lomandra longifolia_45"
"1579",1579,6,40,15,"A6","Lomandra longifolia","Light",2,0.766,0.784,0.739,0.977040816326531,45,"Lomandra longifolia_45"
"1580",1580,6,30,30,"A6","Lomandra longifolia","Light",2,0.775,0.813,0.728,0.953259532595326,45,"Lomandra longifolia_45"
"1581",1581,6,30,15,"A6","Lomandra longifolia","Light",2,0.767,0.832,0.751,0.921875,45,"Lomandra longifolia_45"
"1582",1582,6,56,5,"A6","Lomandra longifolia","Light",2,0,0.802,0,0,45,"Lomandra longifolia_45"
"1583",1583,6,48,15,"A6","Lomandra longifolia","Light",2,0.699,0.778,0.588,0.898457583547558,45,"Lomandra longifolia_45"
"1584",1584,6,52,5,"A6","Lomandra longifolia","Light",2,0.567,0.797,0.339,0.711417816813049,45,"Lomandra longifolia_45"
"1585",1585,6,48,120,"A6","Lomandra longifolia","Light",2,0.392,0.825,0.419,0.475151515151515,45,"Lomandra longifolia_45"
"1586",1586,6,35,30,"A6","Lomandra longifolia","Light",2,0.736,0.809,0.727,0.909765142150803,45,"Lomandra longifolia_45"
"1587",1587,6,52,60,"A6","Lomandra longifolia","Light",2,0.151,0.778,0.099,0.194087403598972,45,"Lomandra longifolia_45"
"1588",1588,7,40,60,"B1","Lomandra longifolia","Light",2,0.767,0.804,0.688,0.953980099502488,46,"Lomandra longifolia_46"
"1589",1589,7,35,15,"B1","Lomandra longifolia","Light",2,0.791,0.806,0.761,0.981389578163772,46,"Lomandra longifolia_46"
"1590",1590,7,30,30,"B1","Lomandra longifolia","Light",2,0.749,0.796,0.683,0.940954773869347,46,"Lomandra longifolia_46"
"1591",1591,7,52,5,"B1","Lomandra longifolia","Light",2,0.406,0.796,0.574,0.510050251256281,46,"Lomandra longifolia_46"
"1592",1592,7,40,15,"B1","Lomandra longifolia","Light",2,0.77,0.742,0.74,1,46,"Lomandra longifolia_46"
"1593",1593,7,48,15,"B1","Lomandra longifolia","Light",2,0.748,0.794,0.644,0.942065491183879,46,"Lomandra longifolia_46"
"1594",1594,7,35,30,"B1","Lomandra longifolia","Light",2,0.765,0.797,0.76,0.959849435382685,46,"Lomandra longifolia_46"
"1595",1595,7,56,5,"B1","Lomandra longifolia","Light",2,0,0.804,0,0,46,"Lomandra longifolia_46"
"1596",1596,7,56,15,"B1","Lomandra longifolia","Light",2,0,0.814,0.111,0,46,"Lomandra longifolia_46"
"1597",1597,7,48,120,"B1","Lomandra longifolia","Light",2,0.333,0.785,0,0.424203821656051,46,"Lomandra longifolia_46"
"1598",1598,7,30,15,"B1","Lomandra longifolia","Light",2,0.777,0.826,0.751,0.940677966101695,46,"Lomandra longifolia_46"
"1599",1599,7,35,5,"B1","Lomandra longifolia","Light",2,0.822,NA,0.789,NA,46,"Lomandra longifolia_46"
"1600",1600,7,40,5,"B1","Lomandra longifolia","Light",2,0.742,0.804,0.734,0.922885572139303,46,"Lomandra longifolia_46"
"1601",1601,7,30,120,"B1","Lomandra longifolia","Light",2,0.745,0.809,0.688,0.92088998763906,46,"Lomandra longifolia_46"
"1602",1602,7,52,60,"B1","Lomandra longifolia","Light",2,0.097,0.819,0,0.118437118437118,46,"Lomandra longifolia_46"
"1603",1603,8,35,15,"B2","Eucalyptus pauciflora","Light",2,0.686,0.822,0.727,0.834549878345499,47,"Eucalyptus pauciflora_47"
"1604",1604,8,30,30,"B2","Eucalyptus pauciflora","Light",2,0.81,0.83,0.741,0.975903614457831,47,"Eucalyptus pauciflora_47"
"1605",1605,8,52,5,"B2","Eucalyptus pauciflora","Light",2,0,0.834,0.241,0,47,"Eucalyptus pauciflora_47"
"1606",1606,8,40,60,"B2","Eucalyptus pauciflora","Light",2,0.767,0.852,0.712,0.900234741784038,47,"Eucalyptus pauciflora_47"
"1607",1607,8,48,120,"B2","Eucalyptus pauciflora","Light",2,0,0.846,0,0,47,"Eucalyptus pauciflora_47"
"1608",1608,8,35,30,"B2","Eucalyptus pauciflora","Light",2,0.776,0.833,0.811,0.931572629051621,47,"Eucalyptus pauciflora_47"
"1609",1609,8,40,15,"B2","Eucalyptus pauciflora","Light",2,0.784,0.818,0.724,0.958435207823961,47,"Eucalyptus pauciflora_47"
"1610",1610,8,56,15,"B2","Eucalyptus pauciflora","Light",2,0,0.847,0,0,47,"Eucalyptus pauciflora_47"
"1611",1611,8,48,15,"B2","Eucalyptus pauciflora","Light",2,0,0.837,0,0,47,"Eucalyptus pauciflora_47"
"1612",1612,8,56,5,"B2","Eucalyptus pauciflora","Light",2,0,0.81,0,0,47,"Eucalyptus pauciflora_47"
"1613",1613,8,40,5,"B2","Eucalyptus pauciflora","Light",2,0.771,0.831,0.75,0.927797833935018,47,"Eucalyptus pauciflora_47"
"1614",1614,8,52,60,"B2","Eucalyptus pauciflora","Light",2,0,0.844,0,0,47,"Eucalyptus pauciflora_47"
"1615",1615,8,35,5,"B2","Eucalyptus pauciflora","Light",2,0.823,NA,0.819,NA,47,"Eucalyptus pauciflora_47"
"1616",1616,8,30,120,"B2","Eucalyptus pauciflora","Light",2,0.752,0.831,0.644,0.904933814681107,47,"Eucalyptus pauciflora_47"
"1617",1617,8,30,15,"B2","Eucalyptus pauciflora","Light",2,0.785,0.859,0.757,0.913853317811409,47,"Eucalyptus pauciflora_47"
"1618",1618,9,56,5,"B3","Vicia faba","Light",2,0,0.815,0,0,48,"Vicia faba_48"
"1619",1619,9,30,30,"B3","Vicia faba","Light",2,0.81,0.823,0.791,0.984204131227218,48,"Vicia faba_48"
"1620",1620,9,35,15,"B3","Vicia faba","Light",2,0.796,0.82,0.756,0.970731707317073,48,"Vicia faba_48"
"1621",1621,9,35,5,"B3","Vicia faba","Light",2,0.843,NA,0.828,NA,48,"Vicia faba_48"
"1622",1622,9,30,120,"B3","Vicia faba","Light",2,0.766,0.828,0.724,0.92512077294686,48,"Vicia faba_48"
"1623",1623,9,35,30,"B3","Vicia faba","Light",2,0.787,0.823,0.81,0.956257594167679,48,"Vicia faba_48"
"1624",1624,9,48,120,"B3","Vicia faba","Light",2,0,0.83,0,0,48,"Vicia faba_48"
"1625",1625,9,48,15,"B3","Vicia faba","Light",2,0,0.823,0,0,48,"Vicia faba_48"
"1626",1626,9,40,5,"B3","Vicia faba","Light",2,0.782,0.832,0.646,0.939903846153846,48,"Vicia faba_48"
"1627",1627,9,40,15,"B3","Vicia faba","Light",2,0.554,0.807,0.513,0.686493184634449,48,"Vicia faba_48"
"1628",1628,9,52,5,"B3","Vicia faba","Light",2,0,0.824,0.286,0,48,"Vicia faba_48"
"1629",1629,9,56,15,"B3","Vicia faba","Light",2,0,0.827,0,0,48,"Vicia faba_48"
"1630",1630,9,30,15,"B3","Vicia faba","Light",2,0.795,0.852,0.781,0.933098591549296,48,"Vicia faba_48"
"1631",1631,9,40,60,"B3","Vicia faba","Light",2,0.362,0.854,0.311,0.423887587822014,48,"Vicia faba_48"
"1632",1632,9,52,60,"B3","Vicia faba","Light",2,0,0.834,0,0,48,"Vicia faba_48"
